0318-ZOPWS,49,Yes,No,NA,Two year,Bank transfer (automatic),2015,No
4445-ZJNMU,9,Yes,Yes,Yes,Month-to-month,Credit card (automatic),993,No
4808-YNLEU,35,Yes,No,Yes,One year,Bank transfer (automatic),6215,No
2796-NNUFI,46,Yes,No,No internet service,Two year,Mailed check,1995,No
3016-KSVCP,29,No,No phone service,Yes,Month-to-month,Mailed check,3375,No
4767-HZZHQ,30,Yes,No,No,Month-to-month,Bank transfer (automatic),8205,No
2424-WVHPL,1,Yes,No,No,Month-to-month,Electronic check,747,No
7233-PAHHL,66,Yes,Yes,Yes,Two year,Mailed check,84,No
6067-NGCEU,65,Yes,Yes,Yes,Month-to-month,Credit card (automatic),11105,No
9848-JQJTX,72,Yes,Yes,Yes,Two year,Bank transfer (automatic),1009,No
8637-XJIVR,12,Yes,Yes,No,Month-to-month,Electronic check,7895,Yes
9803-FTJCG,71,Yes,Yes,No,One year,Credit card (automatic),6685,No
3212-KXOCR,52,Yes,No,No internet service,Two year,Bank transfer (automatic),21,No
4598-XLKNJ,25,Yes,No,Yes,Month-to-month,Electronic check,985,Yes
3679-XASPY,1,Yes,No,No internet service,Month-to-month,Electronic check,1945,No
7123-WQUHX,38,Yes,Yes,Yes,One year,Bank transfer (automatic),95,No
3192-NQECA,68,Yes,Yes,Yes,Two year,Bank transfer (automatic),110,Yes
6180-YBIQI,5,No,No phone service,No,Month-to-month,Mailed check,243,No
6728-DKUCO,72,Yes,Yes,Yes,One year,Electronic check,10415,No
9750-BOOHV,32,No,NA,No,One year,Mailed check,3015,No
8597-CWYHH,43,Yes,Yes,Yes,One year,Mailed check,9435,No
2848-YXSMW,72,Yes,No,No internet service,Two year,Credit card (automatic),194,No
0486-HECZI,55,Yes,Yes,Yes,Month-to-month,Electronic check,9675,Yes
5712-AHQNN,43,Yes,No,Yes,Month-to-month,Electronic check,9165,No
4846-WHAFZ,37,Yes,Yes,No,Month-to-month,Electronic check,765,Yes
5256-SKJGO,64,No,NA,Yes,Two year,Electronic check,546,No
3071-VBYPO,3,Yes,No,Yes,Month-to-month,Electronic check,8985,No
9560-BBZXK,36,No,No phone service,No,Two year,Bank transfer (automatic),3105,No
8402-OOOHJ,41,Yes,No,No internet service,Two year,Mailed check,2065,No
9445-ZUEQE,27,Yes,Yes,No,Month-to-month,Credit card (automatic),852,No
1091-SOZGA,56,Yes,Yes,Yes,One year,Credit card (automatic),998,No
0404-SWRVG,3,Yes,Yes,No,Month-to-month,Electronic check,744,Yes
7219-TLZHO,4,Yes,No,No internet service,Month-to-month,Mailed check,2085,No
4622-YNKIJ,33,Yes,No,Yes,Two year,Electronic check,8895,No
6734-PSBAW,72,Yes,Yes,No internet service,Two year,Bank transfer (automatic),2355,No
3930-ZGWVE,1,Yes,No,No internet service,Month-to-month,Mailed check,1975,No
2876-GZYZC,13,Yes,Yes,No,Month-to-month,Electronic check,8595,No
6207-WIOLX,25,No,NA,Yes,Month-to-month,Credit card (automatic),586,Yes
8587-XYZSF,67,Yes,No,No,Two year,Bank transfer (automatic),5055,No
3091-FYHKI,1,No,No phone service,No,Month-to-month,Electronic check,3545,Yes
2372-HWUHI,2,Yes,No,No,Month-to-month,Electronic check,4435,Yes
7799-LGRDP,43,Yes,Yes,No internet service,Two year,Credit card (automatic),257,No
7850-VWJUU,23,Yes,No,No,Month-to-month,Bank transfer (automatic),75,No
3774-VBNXY,64,Yes,No,No internet service,Two year,Mailed check,202,No
6217-KDYWC,57,Yes,No,No internet service,Two year,Mailed check,196,No
0390-DCFDQ,1,Yes,No,No,Month-to-month,Mailed check,7045,Yes
4080-OGPJL,8,Yes,Yes,No,Month-to-month,Electronic check,7115,Yes
2636-SJDOU,64,Yes,Yes,No,One year,Credit card (automatic),843,No
6837-BJYDQ,3,Yes,No,No internet service,One year,Mailed check,196,No
2135-RXIHG,1,Yes,No,No,Month-to-month,Electronic check,4565,Yes
3466-BYAVD,15,Yes,No,No,Month-to-month,Mailed check,695,No
3780-YVMFA,8,Yes,No,Yes,Month-to-month,Electronic check,6855,No
1679-JRFBR,70,Yes,Yes,Yes,One year,Credit card (automatic),10815,No
9073-ZZIAY,62,Yes,No,Yes,Two year,Electronic check,861,No
3077-RSNTJ,6,Yes,No,NA,Month-to-month,Mailed check,197,No
6551-GNYDG,14,Yes,No,No,Month-to-month,Bank transfer (automatic),809,No
9167-APMXZ,22,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),8415,No
2749-CTKAJ,22,Yes,No,No internet service,One year,Mailed check,2015,No
6371-NZYEG,16,Yes,No,Yes,Two year,Mailed check,6425,No
7554-NEWDD,10,Yes,Yes,No internet service,Two year,Bank transfer (automatic),257,No
8992-VONJD,13,Yes,No,No,Month-to-month,Electronic check,56,No
0867-MKZVY,20,Yes,Yes,No,Month-to-month,Electronic check,824,Yes
4482-EWFMI,2,Yes,No,No,Month-to-month,Electronic check,697,No
4648-YPBTM,53,Yes,Yes,No,Two year,Bank transfer (automatic),739,No
2907-ILJBN,11,Yes,No,No internet service,One year,Mailed check,206,No
6345-FZOQH,69,Yes,No,No internet service,Two year,Mailed check,199,No
3376-BMGFE,4,Yes,No,No,Month-to-month,Bank transfer (automatic),709,Yes
5997-OPVFA,72,Yes,Yes,Yes,Two year,Bank transfer (automatic),8905,No
3445-HXXGF,58,No,No phone service,No,Month-to-month,Electronic check,453,Yes
7654-YWJUF,43,Yes,No,No,One year,Bank transfer (automatic),8425,No
1875-QIVME,2,Yes,Yes,Yes,Month-to-month,Electronic check,1044,Yes
6727-IOTLZ,14,Yes,No,Yes,Two year,Mailed check,8195,No
0691-JVSYA,53,Yes,No,Yes,One year,Bank transfer (automatic),9485,Yes
5918-VUKWP,32,Yes,No,No internet service,One year,Bank transfer (automatic),2055,No
1744-JHKYS,34,Yes,Yes,No internet service,Month-to-month,Electronic check,247,No
2656-FMOKZ,15,Yes,Yes,No,Month-to-month,Mailed check,7445,Yes
2070-FNEXE,7,Yes,No,No,Month-to-month,Bank transfer (automatic),7645,Yes
5947-SGKCL,15,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),10535,No
3712-PKXZA,61,Yes,No,NA,One year,Credit card (automatic),2055,No
6317-YPKDH,1,No,No phone service,No,Month-to-month,Bank transfer (automatic),2995,Yes
6582-OIVSP,1,Yes,No,No,Month-to-month,Mailed check,453,No
9367-WXLCH,8,Yes,Yes,No,Month-to-month,Bank transfer (automatic),845,Yes
5524-KHNJP,33,Yes,No,Yes,One year,Credit card (automatic),7475,No
4827-USJHP,20,Yes,No,No,Month-to-month,Mailed check,518,No
8167-GJLRN,3,No,No phone service,No,Month-to-month,Electronic check,304,No
0956-SYCWG,13,Yes,No,No internet service,One year,Electronic check,1965,No
8017-UVSZU,40,Yes,Yes,No,Month-to-month,Credit card (automatic),566,No
7100-FQPRV,43,Yes,Yes,No,One year,Credit card (automatic),719,No
2472-OVKUP,6,Yes,No,No,Month-to-month,Electronic check,91,Yes
2984-RGEYA,69,Yes,No,No internet service,Two year,Bank transfer (automatic),1975,No
9680-NIAUV,72,Yes,Yes,Yes,Two year,Credit card (automatic),1097,No
2146-EGVDT,59,Yes,No,No internet service,Two year,Credit card (automatic),193,No
9178-JHUVJ,24,Yes,Yes,No internet service,Two year,Bank transfer (automatic),241,No
6168-YBYNP,59,Yes,Yes,Yes,Month-to-month,Electronic check,11135,No
7255-SSFBC,72,Yes,Yes,Yes,Two year,Bank transfer (automatic),11225,No
3645-DEYGF,1,Yes,No,No internet service,Month-to-month,Mailed check,2075,No
9323-HGFWY,27,Yes,No,Yes,One year,Credit card (automatic),1019,No
8544-GOQSH,14,Yes,No,No,Month-to-month,Credit card (automatic),8005,No
3363-DTIVD,71,Yes,Yes,Yes,Two year,Electronic check,10555,No
9142-KZXOP,44,Yes,No,No,Month-to-month,Credit card (automatic),6885,No
7674-YTAFD,33,Yes,No,No,One year,Bank transfer (automatic),7995,No
6348-SNFUS,72,No,No phone service,No,Two year,Credit card (automatic),5545,No
1285-OKIPP,1,Yes,No,No,Month-to-month,Electronic check,799,Yes
1347-KTTTA,64,Yes,No,Yes,One year,Credit card (automatic),10245,No
7841-TZDMQ,2,Yes,No,No,Month-to-month,Credit card (automatic),46,Yes
4195-NZGTA,1,No,No phone service,No,Month-to-month,Electronic check,2525,No
7157-SMCFK,61,Yes,No,No internet service,Two year,Mailed check,1975,No
4709-LKHYG,29,Yes,No,No internet service,One year,Electronic check,20,No
2504-DSHIH,23,Yes,Yes,No,Month-to-month,Electronic check,868,No
0699-NDKJM,57,No,NA,Yes,Month-to-month,Bank transfer (automatic),5875,No
9286-BHDQG,72,No,No phone service,No,Two year,Credit card (automatic),4525,No
0230-WEQUW,66,No,No phone service,Yes,Two year,Bank transfer (automatic),566,No
6496-JDSSB,8,Yes,No,Yes,Month-to-month,Bank transfer (automatic),80,No
9408-SSNVZ,4,Yes,No,No,Month-to-month,Electronic check,7015,Yes
6469-MRVET,1,Yes,No,NA,One year,Electronic check,202,No
0742-MOABM,4,Yes,No,No,Month-to-month,Mailed check,5005,Yes
5961-VUSRV,12,Yes,No,No internet service,One year,Bank transfer (automatic),1935,No
2232-DMLXU,1,Yes,No,Yes,Month-to-month,Mailed check,552,Yes
4811-JBUVU,30,Yes,Yes,No,Month-to-month,Credit card (automatic),899,No
0945-TSONX,47,Yes,Yes,Yes,Two year,Credit card (automatic),853,No
3316-UWXUY,50,Yes,No,No,Month-to-month,Credit card (automatic),935,No
7083-MIOPC,72,Yes,No,No internet service,Two year,Credit card (automatic),2025,No
1984-GPTEH,29,Yes,Yes,No internet service,Month-to-month,Electronic check,2515,No
0621-JFHOL,10,No,NA,No,Two year,Mailed check,296,No
0094-OIFMO,11,Yes,No,Yes,Month-to-month,Electronic check,95,Yes
9227-UAQFT,16,Yes,No,No internet service,Two year,Mailed check,1975,No
6614-FHDBO,72,Yes,Yes,Yes,Two year,Bank transfer (automatic),1092,No
7576-ASEJU,41,Yes,No,Yes,One year,Credit card (automatic),747,No
9058-HRZSV,65,Yes,No,No,Month-to-month,Electronic check,944,No
4522-AKYLR,13,Yes,No,No,Month-to-month,Electronic check,548,No
0303-UNCIP,41,Yes,Yes,No,One year,Mailed check,65,No
0959-WHOKV,42,Yes,Yes,No,One year,Electronic check,99,No
4075-JFPGR,51,Yes,No,Yes,One year,Electronic check,935,No
4629-NRXKX,2,Yes,No,No,Month-to-month,Electronic check,704,Yes
9514-JDSKI,1,No,No phone service,Yes,Month-to-month,Electronic check,402,Yes
3282-ZISZV,32,Yes,Yes,Yes,One year,Credit card (automatic),837,No
3675-YDUPJ,10,Yes,No,No internet service,Month-to-month,Mailed check,1985,No
7017-VFHAY,61,Yes,Yes,Yes,Two year,Credit card (automatic),1151,No
6655-LHBYW,50,Yes,Yes,Yes,One year,Credit card (automatic),11435,No
4959-JOSRX,2,Yes,No,No,Month-to-month,Credit card (automatic),446,Yes
5046-NUHWD,29,No,No phone service,No,Month-to-month,Electronic check,45,No
3606-TWKGI,13,Yes,Yes,Yes,Month-to-month,Electronic check,1069,Yes
7529-ZDFXI,57,Yes,Yes,No,Month-to-month,Electronic check,8985,No
7605-BDWDC,31,No,No phone service,No,Two year,Bank transfer (automatic),4985,No
0123-CRBRT,61,Yes,Yes,Yes,Two year,Mailed check,881,No
3197-ARFOY,19,Yes,No,Yes,Month-to-month,Mailed check,105,No
7014-ZZXAW,71,Yes,Yes,No internet service,Two year,Credit card (automatic),2425,No
4385-GZQXV,16,Yes,No,Yes,Month-to-month,Electronic check,9445,Yes
7633-MVPUY,57,Yes,No,No,Two year,Electronic check,5975,No
6366-ZGQGL,1,No,No phone service,No,Month-to-month,Bank transfer (automatic),248,Yes
4716-HHKQH,20,Yes,Yes,Yes,Month-to-month,Electronic check,10705,No
6432-TWQLB,5,Yes,Yes,No,Month-to-month,Electronic check,854,Yes
4484-GLZOU,52,Yes,Yes,Yes,Month-to-month,Electronic check,10505,Yes
3179-GBRWV,21,Yes,No,No,Month-to-month,Bank transfer (automatic),6495,No
8645-KWHJO,14,No,No phone service,Yes,Month-to-month,Electronic check,55,No
4130-MZLCC,5,Yes,No,No,Month-to-month,Bank transfer (automatic),5055,No
2080-SRCDE,1,Yes,Yes,No internet service,Month-to-month,Mailed check,254,No
6202-DYYFX,22,Yes,Yes,No,One year,Credit card (automatic),76,No
5583-SXDAG,1,Yes,No,No,Month-to-month,Electronic check,70,Yes
3580-REOAC,10,Yes,No,No,Month-to-month,Credit card (automatic),4485,Yes
7534-BFESC,24,Yes,Yes,No,Month-to-month,Electronic check,761,Yes
3727-OWVYD,35,Yes,No,No,One year,Mailed check,612,No
2294-SALNE,23,Yes,No,No,One year,Mailed check,868,No
8203-XJZRC,1,Yes,No,No internet service,Month-to-month,Mailed check,2025,No
2985-JUUBZ,40,Yes,Yes,Yes,Month-to-month,Electronic check,7455,No
0895-LMRSF,23,Yes,No,Yes,One year,Bank transfer (automatic),649,No
8098-LLAZX,4,Yes,Yes,Yes,Month-to-month,Electronic check,9545,Yes
8266-VBFQL,4,Yes,No,No,Month-to-month,Electronic check,904,No
8181-YHCMF,68,No,NA,Yes,Two year,Credit card (automatic),603,No
1248-DYXUB,52,Yes,Yes,No internet service,Two year,Mailed check,248,No
0265-EDXBD,32,Yes,Yes,No,Month-to-month,Electronic check,749,Yes
4091-TVOCN,48,Yes,Yes,Yes,One year,Credit card (automatic),7875,No
1098-TDVUQ,1,Yes,No,No internet service,Month-to-month,Bank transfer (automatic),1925,No
7277-OZCGZ,22,Yes,No,No,Month-to-month,Electronic check,8905,No
2799-ARNLO,5,Yes,No,No,Month-to-month,Electronic check,6935,No
7563-BIUPC,5,Yes,No,Yes,Month-to-month,Electronic check,806,Yes
5027-YOCXN,51,Yes,Yes,Yes,One year,Credit card (automatic),11005,No
3973-SKMLN,71,Yes,No,No internet service,Two year,Credit card (automatic),199,No
2321-OMBXY,38,Yes,No,Yes,One year,Credit card (automatic),803,Yes
2840-XANRC,24,Yes,No,Yes,Month-to-month,Electronic check,9315,Yes
6745-JEFZB,35,Yes,Yes,Yes,Month-to-month,Credit card (automatic),915,No
5020-ZSTTY,54,Yes,Yes,Yes,One year,Bank transfer (automatic),8245,Yes
9880-TDQAC,72,No,No phone service,Yes,Two year,Electronic check,60,No
8705-WZCYL,1,Yes,No,No,Month-to-month,Electronic check,448,No
7102-JJVTX,9,Yes,No,No,One year,Mailed check,486,No
4983-CLMLV,52,Yes,Yes,Yes,Month-to-month,Credit card (automatic),1027,No
5701-YVSVF,11,Yes,No,Yes,Month-to-month,Electronic check,829,No
5804-LEPIM,2,Yes,No,No,Month-to-month,Electronic check,7035,Yes
5697-GOMBF,28,No,No phone service,Yes,Month-to-month,Electronic check,359,No
2739-CACDQ,17,Yes,Yes,No,Month-to-month,Credit card (automatic),8265,No
9385-EHGDO,35,Yes,No,No internet service,Two year,Mailed check,1985,No
9498-FIMXL,8,Yes,No,No internet service,One year,Mailed check,192,No
0122-OAHPZ,7,Yes,Yes,No,Month-to-month,Electronic check,7385,Yes
2868-SNELZ,2,Yes,Yes,No,Month-to-month,Mailed check,806,Yes
4322-RCYMT,68,Yes,Yes,No,One year,Bank transfer (automatic),758,Yes
2088-IEBAU,68,Yes,Yes,Yes,Two year,Electronic check,8815,No
7982-VCELR,36,Yes,No,Yes,Month-to-month,Credit card (automatic),948,No
1343-EHPYB,63,Yes,Yes,Yes,Month-to-month,Electronic check,1034,Yes
6035-BXTTY,32,Yes,No,No,Month-to-month,Bank transfer (automatic),5465,No
6885-PKOAM,71,Yes,Yes,Yes,Two year,Credit card (automatic),8575,No
9639-BUJXT,63,Yes,No,No internet service,One year,Mailed check,205,No
0021-IKXGC,1,Yes,Yes,No,Month-to-month,Electronic check,721,No
2034-GDRCN,2,Yes,No,Yes,Month-to-month,Electronic check,904,Yes
6243-OZGFH,23,No,No phone service,Yes,Month-to-month,Electronic check,4495,No
4654-DLAMQ,64,Yes,No,No,One year,Bank transfer (automatic),97,No
0513-RBGPE,37,Yes,Yes,No,Two year,Credit card (automatic),628,No
5160-UXJED,17,Yes,No,No,One year,Mailed check,446,No
4115-NZRKS,7,Yes,No,Yes,Month-to-month,Electronic check,8915,No
0219-YTZUE,4,Yes,Yes,No,Month-to-month,Bank transfer (automatic),848,Yes
0623-IIHUG,21,No,No phone service,Yes,Month-to-month,Electronic check,419,Yes
3351-NGXYI,16,Yes,Yes,No,Month-to-month,Electronic check,541,No
9057-MSWCO,27,No,No phone service,No,Month-to-month,Credit card (automatic),3075,Yes
9833-TGFHX,42,Yes,Yes,Yes,One year,Electronic check,971,No
5229-DTFYB,41,Yes,No,Yes,Two year,Bank transfer (automatic),988,No
0104-PPXDV,58,Yes,No,No,One year,Credit card (automatic),503,No
5176-LMJXE,47,Yes,No,No internet service,Two year,Mailed check,2055,No
3583-KRKMD,18,Yes,No,No,Month-to-month,Bank transfer (automatic),759,No
9069-LGEUL,23,Yes,No,No,Month-to-month,Bank transfer (automatic),5995,No
7302-ZHMHP,1,Yes,No,No internet service,Month-to-month,Mailed check,1915,No
9571-EDEBV,71,Yes,Yes,Yes,One year,Credit card (automatic),9865,No
3520-FJGCV,72,Yes,Yes,Yes,Two year,Credit card (automatic),1126,No
6563-VRERX,33,Yes,No,No internet service,One year,Mailed check,206,No
0259-GBZSH,2,Yes,Yes,Yes,Month-to-month,Electronic check,8565,Yes
6122-EFVKN,24,No,NA,No,Two year,Mailed check,3575,No
2805-EDJPQ,56,Yes,Yes,No,One year,Credit card (automatic),9975,No
6862-CQUMB,37,Yes,No,Yes,Month-to-month,Credit card (automatic),961,No
6158-HDPXZ,1,No,No phone service,No,Month-to-month,Mailed check,2535,No
9601-BRXPO,25,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),10495,Yes
2863-IMQDR,61,Yes,Yes,Yes,Two year,Electronic check,8965,No
5686-CMAWK,17,Yes,Yes,No,One year,Electronic check,8675,No
5651-CRHKQ,41,Yes,No,No,One year,Bank transfer (automatic),862,No
6905-NIQIN,1,Yes,No,No,Month-to-month,Mailed check,5065,Yes
5167-ZFFMM,1,Yes,Yes,No,Month-to-month,Credit card (automatic),9085,Yes
6583-SZVGP,48,Yes,Yes,Yes,Two year,Bank transfer (automatic),1081,No
4895-TMWIR,11,Yes,No,No internet service,Month-to-month,Mailed check,1995,Yes
0533-BNWKF,55,Yes,Yes,No,Month-to-month,Electronic check,8545,Yes
1708-PBBOA,42,No,No phone service,No,One year,Electronic check,5475,No
8782-LKFPK,44,Yes,Yes,No,Month-to-month,Mailed check,904,No
5522-JBWMO,1,Yes,No,No,Month-to-month,Electronic check,44,No
3597-MVHJT,27,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),956,No
9774-NRNAU,27,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),848,No
0224-RLWWD,2,Yes,No,No,Month-to-month,Electronic check,443,No
9967-ATRFS,19,Yes,No,No internet service,Month-to-month,Mailed check,199,No
2977-CEBSX,66,Yes,Yes,Yes,Two year,Credit card (automatic),9005,No
0177-PXBAT,33,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),1099,No
6599-CEBNN,34,Yes,No,No,Month-to-month,Credit card (automatic),7395,Yes
2519-ERQOJ,33,No,No phone service,Yes,Month-to-month,Electronic check,546,No
5876-QMYLD,23,Yes,No,No internet service,One year,Mailed check,2005,No
2277-AXSDC,32,Yes,No,No internet service,One year,Bank transfer (automatic),1975,No
0979-PHULV,69,Yes,Yes,Yes,Month-to-month,Credit card (automatic),9945,Yes
7606-BPHHN,72,Yes,No,No internet service,Two year,Credit card (automatic),198,No
4742-DRORA,60,Yes,Yes,Yes,One year,Bank transfer (automatic),954,No
0111-KLBQG,32,Yes,No,Yes,Month-to-month,Mailed check,9395,No
4800-VHZKI,1,Yes,No,No internet service,Month-to-month,Mailed check,199,Yes
7989-CHGTL,1,Yes,No,No internet service,Month-to-month,Mailed check,196,Yes
0334-GDDSO,3,Yes,Yes,No,Month-to-month,Electronic check,8135,Yes
4163-NCJAK,46,Yes,Yes,No internet service,One year,Bank transfer (automatic),2445,No
5233-AOZUF,29,Yes,Yes,No,Month-to-month,Electronic check,7495,No
5973-EJGDP,51,Yes,Yes,No,Month-to-month,Electronic check,8735,No
1996-DBMUS,48,Yes,No,No,Month-to-month,Bank transfer (automatic),7065,No
0578-SKVMF,22,Yes,No,No,Month-to-month,Electronic check,833,Yes
5564-NEMQO,1,Yes,No,No,Month-to-month,Bank transfer (automatic),753,Yes
2233-FAGXV,5,Yes,Yes,No internet service,Month-to-month,Mailed check,243,No
5605-IYGFG,7,Yes,No,No,Month-to-month,Bank transfer (automatic),6985,No
7663-ZTEGJ,29,Yes,Yes,No,One year,Credit card (automatic),10055,No
3935-TBRZZ,44,Yes,Yes,No internet service,One year,Mailed check,257,No
8111-BKVDS,10,No,No phone service,No,Month-to-month,Bank transfer (automatic),407,No
2055-SIFSS,55,Yes,Yes,No,Month-to-month,Bank transfer (automatic),5165,No
2806-MLNTI,52,Yes,Yes,Yes,One year,Bank transfer (automatic),1051,No
8734-DKSTZ,10,Yes,Yes,No,Month-to-month,Electronic check,8595,No
6152-ONASV,68,Yes,Yes,No,One year,Bank transfer (automatic),5825,No
9063-ZGTUY,61,Yes,No,No internet service,Month-to-month,Mailed check,194,Yes
2181-UAESM,2,Yes,No,No,Month-to-month,Electronic check,5345,No
2957-LOLHO,12,Yes,No,No,Month-to-month,Bank transfer (automatic),454,Yes
2320-SLKMB,26,No,No phone service,Yes,Month-to-month,Credit card (automatic),4445,No
4980-URKXC,36,Yes,No,NA,One year,Bank transfer (automatic),2085,No
4376-KFVRS,72,Yes,Yes,Yes,Two year,Credit card (automatic),11405,No
5886-VLQVU,35,Yes,Yes,No,Month-to-month,Bank transfer (automatic),8985,No
3577-AMVUX,1,Yes,No,No,Month-to-month,Mailed check,5505,No
0771-WLCLA,16,Yes,Yes,Yes,Month-to-month,Electronic check,11295,No
